phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO	Hypoplasia of dental enamel, prenatal , including avohilmo	XI Diseases of the digestive system (K11_)	119	453614	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO.gz
K11_HYPO_ONLY	Tooth agenesis EXCLUDE clefts and syndromes	XI Diseases of the digestive system (K11_)	1337	451313	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_HYPO_ONLY.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_HYPO_ONLY.gz
K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA)	XI Diseases of the digestive system (K11_)	9759	443974	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_IBD_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_IBD_STRICT.gz
K11_IBD_STRICT_PSC	IBD (strict) with PSC	Gastrointestinal endpoints	322	438277	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_IBD_STRICT_PSC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_IBD_STRICT_PSC.gz
K11_IBS	Irritable bowel syndrome	XI Diseases of the digestive system (K11_)	11742	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_IBS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_IBS.gz
K11_ILEUS	Paralytic ileus and intestinal obstruction	XI Diseases of the digestive system (K11_)	10403	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ILEUS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ILEUS.gz
K11_IMPACT	Impaction of intestines	XI Diseases of the digestive system (K11_)	221	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_IMPACT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_IMPACT.gz
K11_IMPACTED_TEETH	Impacted teeth	XI Diseases of the digestive system (K11_)	7560	446173	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_IMPACTED_TEETH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_IMPACTED_TEETH.gz
K11_INTESTOTH	Other diseases of intestines	XI Diseases of the digestive system (K11_)	93340	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_INTESTOTH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_INTESTOTH.gz
K11_INTUSS	Intussusception	XI Diseases of the digestive system (K11_)	687	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_INTUSS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_INTUSS.gz
K11_JAWS	Other diseases of jaws	XI Diseases of the digestive system (K11_)	2459	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_JAWS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_JAWS.gz
K11_KELAIBD	IBD patients in KELA-register	XI Diseases of the digestive system (K11_)	9759	432380	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_KELAIBD.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_KELAIBD.gz
K11_LICHEN_PLANUS_WIDE	Lichen ruber planus, wide definition including periferal and oral lichen planus	XI Diseases of the digestive system (K11_)	7450	446283	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_LICHEN_PLANUS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_LICHEN_PLANUS_WIDE.gz
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	XI Diseases of the digestive system (K11_)	6059	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_LIP_ORAL_MUCOSA.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_LIP_ORAL_MUCOSA.gz
K11_LIVDISINOTH	Liver disorders in diseases classified elsewhere	XI Diseases of the digestive system (K11_)	90	440301	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_LIVDISINOTH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_LIVDISINOTH.gz
K11_LIVER	Diseases of liver	XI Diseases of the digestive system (K11_)	13432	440301	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_LIVER.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_LIVER.gz
K11_MAJOR_ANOMALI_JAW_SIZE	Major anomalies of jaw size	XI Diseases of the digestive system (K11_)	911	452822	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAJOR_ANOMALI_JAW_SIZE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAJOR_ANOMALI_JAW_SIZE.gz
K11_MALABSORB	Intestinal malabsorption	XI Diseases of the digestive system (K11_)	1514	433899	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MALABSORB.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MALABSORB.gz
K11_MANDIBULAR_HYPOPL	Mandibular hypoplasia	XI Diseases of the digestive system (K11_)	204	453529	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MANDIBULAR_HYPOPL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MANDIBULAR_HYPOPL.gz
K11_MAXIL_CANINE_FAILED_ERUPT_OBSTRUCTION_TOOTH	Impacted maxillary canine	XI Diseases of the digestive system (K11_)	268	453465	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_CANINE_FAILED_ERUPT_OBSTRUCTION_TOOTH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_CANINE_FAILED_ERUPT_OBSTRUCTION_TOOTH.gz
K11_MAXIL_CANINE_PALAT	Palatinal maxillary canine	XI Diseases of the digestive system (K11_)	225	453508	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_CANINE_PALAT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_CANINE_PALAT.gz
K11_MAXIL_HYPOPL	Maxillary  hypoplasia	XI Diseases of the digestive system (K11_)	104	453629	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_HYPOPL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_HYPOPL.gz
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Impacted maxillary molar	XI Diseases of the digestive system (K11_)	1914	451819	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH.gz
K11_MAXIL_PROGN	Maxillary prognathism	XI Diseases of the digestive system (K11_)	170	453563	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_PROGN.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MAXIL_PROGN.gz
K11_MESIAL_BITE	Mesial bite	XI Diseases of the digestive system (K11_)	307	453426	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MESIAL_BITE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MESIAL_BITE.gz
K11_MIH	Molar incisor enamel hypoplasia	XI Diseases of the digestive system (K11_)	852	452881	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MIH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MIH.gz
K11_MIH_CARIES	Molar incisor enamel hypoplasia, with caries	XI Diseases of the digestive system (K11_)	208	442838	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MIH_CARIES.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MIH_CARIES.gz
K11_MISS_TEETH_ACCID_EXTR_PAROD	Missing teeth due to accident, extraction or parodontitis	XI Diseases of the digestive system (K11_)	4112	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MISS_TEETH_ACCID_EXTR_PAROD.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MISS_TEETH_ACCID_EXTR_PAROD.gz
K11_MN_PROGN	Mandibular prognathia	XI Diseases of the digestive system (K11_)	474	453259	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN.gz
K11_MN_PROGN_AND_SURGRT	Mandibular prognathia AND surgery (LeFortI or BSSRO)	XI Diseases of the digestive system (K11_)	154	453429	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN_AND_SURGRT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN_AND_SURGRT.gz
K11_MN_PROGN_AND_SURGRT_INCLAVO	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO) , including avohilmo	XI Diseases of the digestive system (K11_)	304	453429	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN_AND_SURGRT_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_PROGN_AND_SURGRT_INCLAVO.gz
K11_MN_RETRGN	Mandibular retrognathia	XI Diseases of the digestive system (K11_)	2354	451379	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_RETRGN.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_RETRGN.gz
K11_MN_RETRGN_AND_SURG	Mandibular retrognathia AND surgery (BSSRO)	XI Diseases of the digestive system (K11_)	868	452865	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_RETRGN_AND_SURG.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_MN_RETRGN_AND_SURG.gz
K11_OESITIS	Oesophagitis	XI Diseases of the digestive system (K11_)	1825	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESITIS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESITIS.gz
K11_OESITIS_ADVERSE	Oesophagitis, drug-induced	XI Diseases of the digestive system (K11_)	74	453659	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESITIS_ADVERSE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESITIS_ADVERSE.gz
K11_OESOBST	Oesophageal obstruction	XI Diseases of the digestive system (K11_)	1147	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESOBST.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESOBST.gz
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	XI Diseases of the digestive system (K11_)	68651	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESSTODUO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESSTODUO.gz
K11_OESULC	Ulcer of oesophagus	XI Diseases of the digestive system (K11_)	2420	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESULC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESULC.gz
K11_OESULC_ADVERSE	Ulcer of oesophagus, drug-induced	XI Diseases of the digestive system (K11_)	160	453573	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OESULC_ADVERSE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OESULC_ADVERSE.gz
K11_OPEN_BITE	Open bite	XI Diseases of the digestive system (K11_)	1728	452005	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OPEN_BITE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OPEN_BITE.gz
K11_OPEN_BITE_SURGERY	Open bite that required surgery (Lefort1 or BSSRO)	XI Diseases of the digestive system (K11_)	301	453432	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OPEN_BITE_SURGERY.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OPEN_BITE_SURGERY.gz
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	XI Diseases of the digestive system (K11_)	165261	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL.gz
K11_ORALCYST	Cysts of oral region, not elsewhere classified	XI Diseases of the digestive system (K11_)	1522	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORALCYST.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORALCYST.gz
K11_ORAL_LEUCOPLACIA	Oral leukoplakia	XI Diseases of the digestive system (K11_)	547	453186	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLACIA.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLACIA.gz
K11_ORAL_LEUCOPLACIA_INCLAVO	Oral leukoplakia, including avohilmo	XI Diseases of the digestive system (K11_)	837	452896	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLACIA_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLACIA_INCLAVO.gz
K11_ORAL_LEUCOPLAC_RELAT	Oral leukoplakia and related diseases	XI Diseases of the digestive system (K11_)	1778	451955	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLAC_RELAT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLAC_RELAT.gz
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO	Oral leukoplakia and related diseases, including avohilmo	XI Diseases of the digestive system (K11_)	2908	450825	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLAC_RELAT_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LEUCOPLAC_RELAT_INCLAVO.gz
K11_ORAL_LICHEN_PLANUS	Oral lichen ruber planus	XI Diseases of the digestive system (K11_)	697	453036	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LICHEN_PLANUS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_ORAL_LICHEN_PLANUS.gz
K11_OTHABDHER	Other and unspecified abdominal hernia	XI Diseases of the digestive system (K11_)	1307	387841	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHABDHER.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHABDHER.gz
K11_OTHANRECT	Other diseases of anus and rectum	XI Diseases of the digestive system (K11_)	12339	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHANRECT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHANRECT.gz
K11_OTHAPPEND	Other diseases of appendix	XI Diseases of the digestive system (K11_)	365	415845	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHAPPEND.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHAPPEND.gz
K11_OTHDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	19834	433899	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDIG.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDIG.gz
K11_OTHDISDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	12913	433899	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISDIG.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISDIG.gz
K11_OTHDISOES	Other diseases of oesophagus	XI Diseases of the digestive system (K11_)	3492	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISOES.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISOES.gz
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	XI Diseases of the digestive system (K11_)	2162	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISSTOMDUOD.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHDISSTOMDUOD.gz
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	XI Diseases of the digestive system (K11_)	9990	432380	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHENTERCOL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHENTERCOL.gz
K11_OTHFUNC	Other functional intestinal disorders	XI Diseases of the digestive system (K11_)	20342	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHFUNC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHFUNC.gz
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	XI Diseases of the digestive system (K11_)	8993	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHGASTR.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHGASTR.gz
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	XI Diseases of the digestive system (K11_)	7122	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHILEUS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHILEUS.gz
K11_OTHINFLIV	Other inflammatory liver diseases	XI Diseases of the digestive system (K11_)	2238	440301	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHINFLIV.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHINFLIV.gz
K11_OTHINT	Other diseases of intestine	XI Diseases of the digestive system (K11_)	4081	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHINT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHINT.gz
K11_OTHPERITON	Other diseases of peritoneum	XI Diseases of the digestive system (K11_)	1500	450101	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHPERITON.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OTHPERITON.gz
K11_OVERJET	Overjet	XI Diseases of the digestive system (K11_)	749	452984	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_OVERJET.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_OVERJET.gz
K11_PANCOTH	Other diseases of pancreas	XI Diseases of the digestive system (K11_)	2350	397583	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PANCOTH.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PANCOTH.gz
K11_PARALIL	Paralytic ileus	XI Diseases of the digestive system (K11_)	1252	360393	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PARALIL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PARALIL.gz
K11_PARODON_OPER	Parodontitis or operation codes	XI Diseases of the digestive system (K11_)	41101	412632	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_OPER.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_OPER.gz
K11_PARODON_OPER_DENTAL_OPER	Parodontitis or/and operation codes	XI Diseases of the digestive system (K11_)	38157	209208	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_OPER_DENTAL_OPER.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_OPER_DENTAL_OPER.gz
K11_PARODON_PERIAPIC_CHRONIC	Chronic periapical parodontitis	XI Diseases of the digestive system (K11_)	8115	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_PERIAPIC_CHRONIC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PARODON_PERIAPIC_CHRONIC.gz
K11_PERFOES	Perforation of oesophagus	XI Diseases of the digestive system (K11_)	144	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERFOES.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERFOES.gz
K11_PERIODONTAL_NOS	Periodontal disease, other/unspecified	XI Diseases of the digestive system (K11_)	112	335329	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODONTAL_NOS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODONTAL_NOS.gz
K11_PERIODONTOSIS	Periodontosis	XI Diseases of the digestive system (K11_)	53	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODONTOSIS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODONTOSIS.gz
K11_PERIODON_CHRON	Chronic periodontitis	XI Diseases of the digestive system (K11_)	5364	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODON_CHRON.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODON_CHRON.gz
K11_PERIODON_CHRON_COMPL	Chronic periodontitis, complicated	XI Diseases of the digestive system (K11_)	3010	450723	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODON_CHRON_COMPL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERIODON_CHRON_COMPL.gz
K11_PERITON	Diseases of peritoneum	XI Diseases of the digestive system (K11_)	3632	450101	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERITON.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERITON.gz
K11_PERITONITIS	Acute peritonitis	XI Diseases of the digestive system (K11_)	2148	450101	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PERITONITIS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PERITONITIS.gz
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	XI Diseases of the digestive system (K11_)	1002	433899	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_POSTOPDIS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_POSTOPDIS.gz
K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition	XI Diseases of the digestive system (K11_)	354	451665	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PSC_COLITIS_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PSC_COLITIS_STRICT.gz
K11_PULC	Peptic ulcer	XI Diseases of the digestive system (K11_)	318	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PULC.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PULC.gz
K11_PULPITIS_1_ONLYAVO	Dental pulpitis 1, only avohilmo	XI Diseases of the digestive system (K11_)	106479	347254	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PULPITIS_1_ONLYAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PULPITIS_1_ONLYAVO.gz
K11_PULPITIS_3	Dental pulpitis 3	XI Diseases of the digestive system (K11_)	5579	448154	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PULPITIS_3.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PULPITIS_3.gz
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	XI Diseases of the digestive system (K11_)	15235	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_PULP_PERIAPICAL.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_PULP_PERIAPICAL.gz
K11_REFLUX	Gastro-oesophageal reflux disease	Interstitial lung disease endpoints	32232	385082	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_REFLUX.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_REFLUX.gz
K11_REIMB_202	KELA_REIMBURSEMENT_202	Gastrointestinal endpoints	26134	427599	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_REIMB_202.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_REIMB_202.gz
K11_RESORPTION	Pathological resorption of teeth	XI Diseases of the digestive system (K11_)	939	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_RESORPTION.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_RESORPTION.gz
K11_RETROG_MAXILLAE	Maxillary retrognathism	XI Diseases of the digestive system (K11_)	598	453135	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_RETROG_MAXILLAE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_RETROG_MAXILLAE.gz
K11_SALIVARY	Diseases of salivary glands	XI Diseases of the digestive system (K11_)	7755	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_SALIVARY.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_SALIVARY.gz
K11_SCISS_BITE	Scissor bite	XI Diseases of the digestive system (K11_)	845	452888	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_SCISS_BITE.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_SCISS_BITE.gz
K11_STOMATITIS	Stomatitis and related lesions	XI Diseases of the digestive system (K11_)	3065	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_STOMATITIS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_STOMATITIS.gz
K11_SUPNUM_ONLY	Supernumerary teeth EXCLUDE clefts and syndromes	XI Diseases of the digestive system (K11_)	138	453595	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_SUPNUM_ONLY.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_SUPNUM_ONLY.gz
K11_SUPNUM_ONLY_INCLAVO	Supernumerary teeth EXCLUDE clefts and syndromes , including avohilmo	XI Diseases of the digestive system (K11_)	306	453016	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_SUPNUM_ONLY_INCLAVO.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_SUPNUM_ONLY_INCLAVO.gz
K11_TEETH_HARD_NOS	Disease of hard tissues of teeth, NOS	XI Diseases of the digestive system (K11_)	230	288472	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_TEETH_HARD_NOS.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_TEETH_HARD_NOS.gz
K11_TOXLIV	Toxic liver disease	XI Diseases of the digestive system (K11_)	464	440301	gs://finngen-public-data-r11/summary_stats/finngen_R11_K11_TOXLIV.gz	https://storage.googleapis.com/finngen-public-data-r11/summary_stats/finngen_R11_K11_TOXLIV.gz
